"resultid","resultmonth","winnerid","loserid","winnerset1","winnerset2","winnerset3","winnerset4","winnerset5","loserset1","loserset2","loserset3","loserset4","loserset5"
1930,"2019-08",3499,2085750,6,6,6,0,0,2,4,4,0,0
1931,"2019-08",83218,142094,6,6,0,0,0,2,3,0,0,0
1932,"2019-03",2555959,2035498,7,6,0,0,0,6,2,0,0,0
1933,"2019-10",75587,49954,6,6,0,0,0,2,2,0,0,0
1934,"2019-09",10537,10823,6,7,0,0,0,3,5,0,0,0
1935,"2019-10",3993,606930,7,6,0,0,0,5,1,0,0,0
1936,"2019-08",2044152,2022457,6,7,0,0,0,3,6,0,0,0
1937,"2019-07",593241,259658,4,6,6,0,0,6,4,4,0,0
1938,"2019-07",2590128,2525708,6,6,0,0,0,4,4,0,0,0
1939,"2019-07",196974,4031,7,7,0,0,0,6,5,0,0,0
1940,"2019-05",55419,27273,1,6,6,0,0,6,1,4,0,0
1941,"2019-09",50037,67599,7,2,6,0,0,5,6,4,0,0
1942,"2019-10",2005359,3488,6,6,0,0,0,1,4,0,0,0
1944,"2019-09",4802,3460,7,6,0,0,0,6,4,0,0,0
1945,"2019-09",1945656,205438,7,6,0,0,0,6,3,0,0,0
1946,"2019-09",2516571,3679,6,6,0,0,0,3,0,0,0,0
1947,"2019-07",91084,56629,6,6,0,0,0,4,3,0,0,0
1948,"2019-11",734160,2092193,5,6,6,0,0,7,3,3,0,0
1949,"2019-10",95506,1940917,4,6,6,0,0,6,3,4,0,0
1950,"2019-08",60157,76531,4,6,6,0,0,6,3,2,0,0
1952,"2019-09",10788,11140,2,6,6,0,0,6,4,3,0,0
1954,"2019-12",11342,11466,6,6,0,0,0,4,2,0,0,0
1955,"2019-02",52886,54351,6,6,6,0,0,7,3,4,0,0
1956,"2019-09",11366,10371,7,6,0,0,0,5,3,0,0,0
1957,"2019-09",51245,65638,7,6,0,0,0,6,3,0,0,0
1958,"2019-08",1607952,70784,6,6,0,0,0,2,3,0,0,0
1959,"2019-10",3962,42681,6,7,0,0,0,4,6,0,0,0
1961,"2019-11",53198,11359,6,3,6,0,0,0,6,3,0,0
1962,"2019-09",11767,83015,6,7,6,0,0,7,6,3,0,0
1963,"2019-03",2516689,3723,6,6,0,0,0,2,4,0,0,0
1964,"2019-01",11370,10347,6,6,0,0,0,2,4,0,0,0
1965,"2019-11",3460,200392,6,5,6,0,0,3,7,3,0,0
1966,"2019-08",10765,981589,6,6,0,0,0,3,4,0,0,0
1967,"2019-01",3475,207438,4,6,6,0,0,6,3,4,0,0
1970,"2019-02",11342,10788,6,6,0,0,0,3,2,0,0,0
1972,"2019-09",52873,1609240,6,6,0,0,0,4,3,0,0,0
1975,"2019-09",4021,197507,7,6,0,0,0,6,2,0,0,0
1976,"2019-09",146056,2555959,6,3,7,0,0,4,6,5,0,0
1977,"2019-11",3894,54847,7,4,7,0,0,5,6,6,0,0
1981,"2019-06",64700,1517181,6,3,6,0,0,4,6,3,0,0
1982,"2019-09",51547,10287,6,6,0,0,0,2,3,0,0,0
1983,"2019-01",204410,53255,6,7,0,0,0,3,5,0,0,0
1984,"2019-01",200399,54351,7,6,0,0,0,6,4,0,0,0
1985,"2019-08",10248,28502,6,6,0,0,0,3,2,0,0,0
1987,"2019-09",3994,3558,4,6,6,0,0,6,3,4,0,0
1988,"2019-02",94283,4372,7,6,0,0,0,6,2,0,0,0
1989,"2019-02",806774,405461,6,6,0,0,0,1,4,0,0,0
1990,"2019-10",57418,281134,6,7,6,0,0,7,6,1,0,0
1991,"2019-06",1625971,308451,7,6,0,0,0,6,3,0,0,0
1993,"2019-03",806774,28097,6,6,0,0,0,2,2,0,0,0
1994,"2019-02",10850,10352,6,6,0,0,0,3,2,0,0,0
1995,"2019-03",11558,10473,7,5,6,0,0,6,7,4,0,0
1997,"2019-10",3464,3481,6,6,0,0,0,4,3,0,0,0
1998,"2019-08",82405,28900,6,5,6,0,0,3,7,4,0,0
2000,"2019-08",53449,4072,6,7,0,0,0,2,6,0,0,0
2001,"2019-10",42790,28875,7,3,6,0,0,5,6,1,0,0
2002,"2019-10",59419,212742,6,7,0,0,0,2,5,0,0,0
2003,"2019-03",206806,49953,4,6,6,0,0,6,4,3,0,0
2004,"2019-10",4072,52598,6,6,0,0,0,4,3,0,0,0
2005,"2019-07",28080,207055,7,6,0,0,0,6,1,0,0,0
2006,"2019-08",3671,3608,6,3,6,0,0,4,6,3,0,0
2007,"2019-02",34159,146056,6,3,6,0,0,2,6,2,0,0
2008,"2019-07",2500037,1374418,7,7,0,0,0,6,6,0,0,0
2009,"2019-10",1740216,1710702,6,7,0,0,0,3,5,0,0,0
2013,"2019-02",4169,95506,7,6,0,0,0,6,3,0,0,0
2014,"2019-09",4035,2132621,4,6,7,0,0,6,1,6,0,0
2015,"2019-08",1940917,49954,6,6,0,0,0,2,4,0,0,0
2016,"2019-11",53125,74171,7,6,0,0,0,6,2,0,0,0
2017,"2019-09",238409,56801,7,6,0,0,0,5,3,0,0,0
2020,"2019-06",1607952,2086499,6,6,0,0,0,4,3,0,0,0
2021,"2019-10",218163,3901,6,6,0,0,0,3,2,0,0,0
2022,"2019-11",3882,55965,7,6,0,0,0,6,2,0,0,0
2023,"2019-03",4686,2616345,6,6,0,0,0,4,0,0,0,0
2024,"2019-10",3495,196974,6,7,0,0,0,3,6,0,0,0
2025,"2019-01",70649,1969408,6,6,0,0,0,2,4,0,0,0
2026,"2019-07",3711,2616345,6,6,0,0,0,4,2,0,0,0
2028,"2019-10",49884,34201,6,6,0,0,0,4,4,0,0,0
2031,"2019-09",3564,3967,6,6,0,0,0,1,4,0,0,0
2032,"2019-07",93398,51433,6,6,0,0,0,4,3,0,0,0
2034,"2019-09",10383,10819,6,6,6,0,0,1,7,4,0,0
2035,"2019-09",59419,182561,6,6,0,0,0,4,3,0,0,0
2036,"2019-03",10793,2555953,6,7,0,0,0,4,5,0,0,0
2037,"2019-11",1740216,2616345,7,6,0,0,0,6,2,0,0,0
2038,"2019-09",3982,3867,6,6,0,0,0,3,4,0,0,0
2039,"2019-02",28990,2514772,1,6,7,0,0,6,0,5,0,0
2041,"2019-09",10807,141923,6,6,0,0,0,3,2,0,0,0
2042,"2019-05",1940917,4021,6,7,0,0,0,2,6,0,0,0
2043,"2019-08",50772,95506,6,5,6,0,0,4,7,4,0,0
2044,"2019-09",58272,11370,6,3,6,0,0,4,6,2,0,0
2045,"2019-10",3960,3607,4,7,6,0,0,6,6,3,0,0
2046,"2019-03",2108184,203816,7,7,0,0,0,6,6,0,0,0
2047,"2019-10",3701,3654,7,6,0,0,0,6,0,0,0,0
2050,"2019-11",4205,94283,6,6,7,0,0,7,4,5,0,0
2052,"2019-01",200425,3507,6,6,7,0,0,4,4,6,0,0
2053,"2019-09",54415,34201,6,6,0,0,0,1,4,0,0,0
2054,"2019-02",1712024,10964,6,7,0,0,0,1,5,0,0,0
2055,"2019-09",2005359,54171,4,7,6,0,0,6,6,2,0,0
2056,"2019-08",1194009,3882,6,7,0,0,0,3,6,0,0,0
2057,"2019-01",219786,58232,6,6,0,0,0,2,4,0,0,0
2058,"2019-08",207438,94283,6,6,7,0,0,4,7,6,0,0
2059,"2019-08",4417,3761,6,2,7,0,0,3,6,6,0,0
2060,"2019-06",2542115,60718,7,6,0,0,0,6,3,0,0,0
2061,"2019-09",10310,10537,6,6,0,0,0,2,2,0,0,0
2063,"2019-08",146056,391097,7,6,0,0,0,6,3,0,0,0
2064,"2019-09",58235,72510,6,6,0,0,0,3,1,0,0,0
2065,"2019-08",64700,5225,6,7,7,0,0,7,5,6,0,0
2066,"2019-09",606930,3499,4,6,6,0,0,6,1,2,0,0
2067,"2019-08",83218,28097,6,7,6,0,0,4,6,2,0,0
2068,"2019-10",51289,2616345,6,6,0,0,0,4,2,0,0,0
2069,"2019-09",4487,167844,6,7,0,0,0,3,6,0,0,0
2072,"2019-06",195354,207050,7,6,0,0,0,5,2,0,0,0
2073,"2019-08",4193,95506,6,4,6,0,0,3,6,3,0,0
2075,"2019-10",45027,161912,6,6,0,0,0,4,0,0,0,0
2076,"2019-10",94283,52294,7,6,0,0,0,6,4,0,0,0
2077,"2019-10",2230756,11076,7,6,0,0,0,6,0,0,0,0
2079,"2019-01",3867,1194009,6,4,6,6,0,4,6,4,3,0
2081,"2019-10",3700,49953,7,6,0,0,0,5,3,0,0,0
2082,"2019-08",53449,3587,1,2,7,6,7,6,6,5,3,6
2083,"2019-08",2170539,3718,7,7,0,0,0,5,6,0,0,0
2084,"2019-07",1601923,56274,6,6,0,0,0,3,2,0,0,0
2086,"2019-10",3871,3475,6,4,7,0,0,4,6,6,0,0
2087,"2019-08",11666,10819,6,6,0,0,0,1,0,0,0,0
2088,"2019-11",95375,51288,7,6,0,0,0,5,2,0,0,0
2089,"2019-11",51790,200394,6,3,6,0,0,0,6,3,0,0
2090,"2019-09",3765,51222,6,7,0,0,0,4,6,0,0,0
2091,"2019-03",3456,51297,6,6,0,0,0,1,4,0,0,0
2094,"2019-03",3713,206794,6,6,0,0,0,4,2,0,0,0
2095,"2019-11",3746,1399808,7,6,0,0,0,6,2,0,0,0
2098,"2019-11",64324,76531,4,7,6,0,0,6,5,3,0,0
2099,"2019-09",59419,205032,6,6,0,0,0,3,2,0,0,0
2101,"2019-03",10287,10274,6,6,0,0,0,2,1,0,0,0
2103,"2019-09",10793,1284129,6,2,6,0,0,4,6,2,0,0
2104,"2019-08",53449,3967,7,6,6,0,0,6,7,3,0,0
2105,"2019-03",4331,253923,6,7,0,0,0,3,6,0,0,0
2106,"2019-10",3503,87175,7,4,7,0,0,6,6,6,0,0
2107,"2019-08",10242,11035,6,6,0,0,0,4,2,0,0,0
2108,"2019-04",11356,51304,7,5,7,0,0,5,7,6,0,0
2110,"2019-11",3478,83218,6,6,0,0,0,3,4,0,0,0
2111,"2019-01",3832,142094,6,7,0,0,0,3,6,0,0,0
2112,"2019-12",1784530,2611772,6,6,0,0,0,3,2,0,0,0
2114,"2019-11",57251,28298,6,6,6,0,0,4,7,1,0,0
2117,"2019-07",802298,195354,6,6,0,0,0,3,3,0,0,0
2118,"2019-09",83015,10250,6,3,6,0,0,3,6,3,0,0
2120,"2019-08",10248,1763423,7,6,0,0,0,5,2,0,0,0
2124,"2019-10",3687,51289,7,6,0,0,0,6,4,0,0,0
2125,"2019-02",1744266,224134,7,7,0,0,0,6,5,0,0,0
2126,"2019-08",391097,11366,6,6,6,0,0,1,7,3,0,0
2127,"2019-01",11342,84513,7,6,0,0,0,6,0,0,0,0
2128,"2019-10",11134,10789,6,7,0,0,0,4,5,0,0,0
2129,"2019-01",10479,10352,6,6,0,0,0,2,3,0,0,0
2130,"2019-08",3654,58977,4,6,6,6,0,6,2,3,0,0
2131,"2019-08",70402,1008596,6,6,6,0,0,7,4,2,0,0
2132,"2019-11",439496,253814,3,6,6,0,0,6,3,4,0,0
2133,"2019-01",198546,3498,7,6,0,0,0,6,4,0,0,0
2134,"2019-08",28487,11558,1,7,6,0,0,6,6,3,0,0
2135,"2019-10",3882,3617,6,6,7,0,0,7,4,5,0,0
2137,"2019-10",11095,85223,6,6,7,0,0,1,7,6,0,0
2140,"2019-11",3534,1744265,7,6,0,0,0,5,3,0,0,0
2141,"2019-10",96338,4954,6,7,0,0,0,4,6,0,0,0
2142,"2019-12",71334,1969408,6,3,6,0,0,4,6,3,0,0
2145,"2019-08",27182,1399808,6,6,6,0,0,4,7,2,0,0
2146,"2019-01",3691,217512,6,4,7,6,7,7,6,6,4,6
2148,"2019-08",10378,10765,6,7,0,0,0,2,5,0,0,0
2149,"2019-07",24753,10383,6,4,6,0,0,3,6,4,0,0
2152,"2019-08",4122,7681,6,6,0,0,0,3,0,0,0,0
2156,"2019-09",10250,2555959,2,7,6,0,0,6,6,1,0,0
2157,"2019-11",65365,51289,3,6,7,0,0,6,3,6,0,0
2158,"2019-08",10274,11342,7,4,6,0,0,6,6,3,0,0
2159,"2019-03",10274,57418,6,6,0,0,0,2,4,0,0,0
2160,"2019-05",4464,4072,4,6,6,0,0,6,0,3,0,0
2161,"2019-07",3700,73237,6,6,0,0,0,4,4,0,0,0
2162,"2019-09",67499,166504,3,7,6,0,0,6,5,4,0,0
2163,"2019-10",3982,1740216,7,6,6,0,0,5,7,3,0,0
2164,"2019-10",52886,53255,6,6,0,0,0,3,3,0,0,0
2165,"2019-07",2616345,4276,6,6,0,0,0,3,3,0,0,0
2168,"2019-01",45027,219786,6,6,0,0,0,4,3,0,0,0
2169,"2019-08",230116,1601923,6,6,0,0,0,4,4,0,0,0
2170,"2019-07",96338,2500037,6,6,0,0,0,3,2,0,0,0
2173,"2019-09",67412,1740249,6,6,0,0,0,2,0,0,0,0
2174,"2019-03",10297,65308,1,7,7,0,0,6,5,6,0,0
2175,"2019-09",3863,4802,6,7,0,0,0,4,5,0,0,0
2176,"2019-08",94598,65635,6,6,0,0,0,3,3,0,0,0
2177,"2019-05",51794,2590128,6,6,7,0,0,1,7,5,0,0
2178,"2019-09",10537,74148,6,6,0,0,0,2,4,0,0,0
2182,"2019-01",10244,11346,6,6,0,0,0,2,3,0,0,0
2185,"2019-05",4633,56823,7,6,0,0,0,5,3,0,0,0
2186,"2019-08",3654,69327,6,6,0,0,0,4,4,0,0,0
2190,"2019-01",3867,3475,7,2,6,0,0,5,6,4,0,0
2194,"2019-09",2088345,1900835,6,6,0,0,0,4,3,0,0,0
2195,"2019-07",3558,3718,6,5,7,0,0,4,7,6,0,0
2196,"2019-10",57248,268917,7,6,0,0,0,5,2,0,0,0
2199,"2019-02",3687,203816,7,6,0,0,0,6,2,0,0,0
2200,"2019-08",206781,3862,3,7,6,0,0,6,5,2,0,0
2201,"2019-08",73237,3499,6,3,6,0,0,3,6,3,0,0
2202,"2019-09",2005359,2616345,7,6,0,0,0,5,4,0,0,0
2204,"2019-08",94283,3499,7,6,0,0,0,5,0,0,0,0
2205,"2019-10",405461,3718,6,4,6,0,0,4,6,1,0,0
2206,"2019-06",72527,82614,6,6,0,0,0,4,2,0,0,0
2207,"2019-07",207055,49979,3,7,7,0,0,6,6,6,0,0
2208,"2019-10",67626,2062227,6,2,7,0,0,4,6,6,0,0
2209,"2019-09",11095,10695,6,6,0,0,0,2,2,0,0,0
2210,"2019-05",802298,54638,7,6,0,0,0,6,4,0,0,0
2213,"2019-07",4726,51322,6,6,0,0,0,4,4,0,0,0
2214,"2019-11",2088345,45571,6,6,0,0,0,3,4,0,0,0
2215,"2019-11",3850,3894,6,6,0,0,0,4,2,0,0,0
2216,"2019-02",593241,1609088,6,6,0,0,0,2,3,0,0,0
2217,"2019-02",10469,240233,6,6,0,0,0,3,0,0,0,0
2218,"2019-10",52598,2115126,6,7,0,0,0,2,6,0,0,0
2219,"2019-10",28298,3943,7,6,0,0,0,6,4,0,0,0
2221,"2019-10",52294,3587,6,6,0,0,0,1,3,0,0,0
2223,"2019-02",95506,1639509,6,6,0,0,0,4,3,0,0,0
2224,"2019-11",3673,58915,6,6,0,0,0,0,2,0,0,0
2225,"2019-03",55908,4560,5,6,7,0,0,7,4,6,0,0
2226,"2019-09",11035,11366,6,7,0,0,0,4,6,0,0,0
2227,"2019-08",70649,10793,6,6,0,0,0,4,1,0,0,0
2228,"2019-08",260593,3982,6,6,7,0,0,2,7,6,0,0
2231,"2019-07",3723,256513,7,6,0,0,0,5,3,0,0,0
2234,"2019-07",3828,27273,6,6,0,0,0,3,0,0,0,0
2237,"2019-07",4611,5069,6,6,6,0,0,4,7,3,0,0
2238,"2019-07",54196,1083703,6,6,0,0,0,1,4,0,0,0
2239,"2019-03",4686,3878,6,6,0,0,0,3,4,0,0,0
2240,"2019-08",10378,11361,6,7,0,0,0,2,5,0,0,0
2241,"2019-07",51288,1625971,7,6,0,0,0,6,3,0,0,0
2242,"2019-02",2555950,10789,4,6,6,0,0,6,3,1,0,0
2244,"2019-01",3498,83218,4,6,6,0,0,6,4,4,0,0
2245,"2019-05",54638,4310,4,7,6,0,0,6,5,3,0,0
2246,"2019-08",593241,10286,6,6,0,0,0,4,2,0,0,0
2248,"2019-07",2566922,2089548,6,6,0,0,0,2,1,0,0,0
2249,"2019-01",58235,79636,6,6,0,0,0,2,3,0,0,0
2254,"2019-03",4031,5218,6,6,0,0,0,4,4,0,0,0
2258,"2019-10",5164,27419,6,6,0,0,0,3,4,0,0,0
2259,"2019-09",3619,54130,4,6,6,0,0,6,4,3,0,0
2260,"2019-10",2095346,2093825,6,6,0,0,0,3,3,0,0,0
2261,"2019-09",4031,4733,6,4,7,0,0,3,6,6,0,0
2262,"2019-09",3458,2601750,6,1,6,0,0,1,6,2,0,0
2263,"2019-11",4047,3460,6,7,0,0,0,4,5,0,0,0
2264,"2019-11",3766,212742,6,6,0,0,0,2,0,0,0,0
2265,"2019-09",217512,3761,6,6,0,0,0,3,4,0,0,0
2266,"2019-01",3564,2611998,6,6,0,0,0,3,2,0,0,0
2268,"2019-07",2526148,55210,6,7,6,0,0,7,5,4,0,0
2269,"2019-11",51801,4462,6,4,7,0,0,3,6,6,0,0
2270,"2019-12",79636,238409,6,6,0,0,0,4,2,0,0,0
2271,"2019-07",1711873,2204585,7,3,6,0,0,6,6,1,0,0
2272,"2019-09",10789,11161,7,6,0,0,0,5,1,0,0,0
2273,"2019-09",58232,11274,6,6,0,0,0,3,4,0,0,0
2274,"2019-03",10344,11035,6,6,0,0,0,0,2,0,0,0
2275,"2019-09",398304,142720,6,4,6,0,0,1,6,2,0,0
2276,"2019-02",2514772,2511412,6,6,0,0,0,1,1,0,0,0
2278,"2019-12",10811,57552,6,6,0,0,0,0,0,0,0,0
2280,"2019-09",50113,11095,6,6,6,0,0,7,4,4,0,0
2281,"2019-10",3882,4733,4,6,6,0,0,6,3,3,0,0
2283,"2019-11",75587,3534,7,5,7,0,0,6,7,5,0,0
2284,"2019-10",67623,52337,6,6,0,0,0,1,4,0,0,0
2285,"2019-08",60157,3570,6,7,0,0,0,1,6,0,0,0
2287,"2019-09",24836,34144,6,6,0,0,0,3,3,0,0,0
2289,"2019-07",2103686,3723,6,6,0,0,0,3,2,0,0,0
2290,"2019-08",4073,86294,7,6,0,0,0,5,3,0,0,0
2291,"2019-09",95506,1740216,6,7,0,0,0,3,6,0,0,0
2292,"2019-07",3766,2085750,7,6,0,0,0,6,3,0,0,0
2293,"2019-07",2616432,142746,6,7,0,0,0,2,6,0,0,0
2294,"2019-02",5218,224678,6,7,0,0,0,3,5,0,0,0
2295,"2019-08",53368,11346,6,6,6,0,0,7,3,4,0,0
2297,"2019-03",11140,10850,3,7,6,0,0,6,5,4,0,0
2298,"2019-09",217512,4372,6,6,0,0,0,3,2,0,0,0
2299,"2019-09",45027,2555953,6,6,0,0,0,4,2,0,0,0
2300,"2019-08",65230,95375,2,6,7,0,0,6,4,6,0,0
2301,"2019-02",5218,2616345,6,3,6,0,0,3,6,1,0,0
2302,"2019-07",28487,11342,6,6,0,0,0,1,4,0,0,0
2304,"2019-01",217512,3570,6,6,2,6,0,2,4,6,4,0
2305,"2019-08",2035498,10283,6,7,0,0,0,2,5,0,0,0
2307,"2019-10",4633,2526148,6,6,0,0,0,3,3,0,0,0
2308,"2019-11",4560,55419,6,7,0,0,0,3,5,0,0,0
2310,"2019-11",2594847,28527,7,7,0,0,0,5,6,0,0,0
2311,"2019-08",3469,3867,6,6,6,6,0,1,7,4,3,0
2314,"2019-06",2087254,28080,5,6,6,0,0,7,1,2,0,0
2316,"2019-03",10249,10794,6,6,0,0,0,2,3,0,0,0
2319,"2019-06",3679,802298,6,6,0,0,0,3,1,0,0,0
2320,"2019-09",411593,53292,6,7,0,0,0,4,6,0,0,0
2322,"2019-10",94598,802298,6,6,0,0,0,2,4,0,0,0
2323,"2019-03",4445,3462,6,5,6,0,0,3,7,2,0,0
2324,"2019-10",11346,2620385,7,6,6,0,0,6,7,3,0,0
2325,"2019-07",162815,369129,6,6,0,0,0,4,1,0,0,0
2327,"2019-09",4929,3619,6,6,0,0,0,4,4,0,0,0
2328,"2019-03",57251,34201,7,6,0,0,0,5,4,0,0,0
2329,"2019-09",10793,11140,6,6,0,0,0,1,4,0,0,0
2331,"2019-10",95375,7479,7,6,0,0,0,6,4,0,0,0
2332,"2019-07",3765,1863628,6,6,0,0,0,1,1,0,0,0
2336,"2019-09",3462,4004,6,6,0,0,0,1,0,0,0,0
2338,"2019-09",4072,3608,5,6,6,0,0,7,1,4,0,0
2339,"2019-07",4726,2087254,6,6,0,0,0,3,1,0,0,0
2340,"2019-10",2544742,3850,6,7,0,0,0,0,5,0,0,0
2341,"2019-06",53292,1393213,6,7,0,0,0,4,6,0,0,0
2343,"2019-10",3884,51289,6,7,0,0,0,3,6,0,0,0
2344,"2019-03",11767,10793,6,6,0,0,0,3,3,0,0,0
2345,"2019-10",10850,158276,6,6,0,0,0,1,3,0,0,0
2346,"2019-11",1863628,3850,6,6,0,0,0,4,2,0,0,0
2347,"2019-02",11370,92088,1,7,6,0,0,6,5,2,0,0
2349,"2019-09",58232,167901,6,6,6,0,0,7,4,4,0,0
2350,"2019-04",10695,45507,6,6,0,0,0,2,3,0,0,0
2351,"2019-08",60156,3466,7,6,0,0,0,6,1,0,0,0
2352,"2019-11",57433,3460,7,6,0,0,0,6,3,0,0,0
2353,"2019-10",252064,79636,3,6,6,0,0,6,2,2,0,0
2354,"2019-03",10759,28145,6,3,6,0,0,4,6,4,0,0
2355,"2019-12",59434,44970,7,6,0,0,0,6,3,0,0,0
2356,"2019-03",11666,10695,7,6,0,0,0,5,3,0,0,0
2358,"2019-11",4464,2095984,6,7,0,0,0,4,6,0,0,0
2359,"2019-08",53840,206806,6,6,6,0,0,7,3,1,0,0
2362,"2019-07",67431,28431,6,6,0,0,0,2,3,0,0,0
2363,"2019-06",2611182,191841,5,6,6,0,0,7,4,2,0,0
2367,"2019-08",10793,268261,6,7,0,0,0,1,6,0,0,0
2368,"2019-10",3499,3654,7,6,0,0,0,5,4,0,0,0
2369,"2019-08",82405,10286,6,6,0,0,0,4,2,0,0,0
2372,"2019-03",268262,10794,6,6,0,0,0,3,3,0,0,0
2373,"2019-02",219786,84281,6,2,7,0,0,4,6,6,0,0
2376,"2019-09",4611,2095338,7,6,0,0,0,5,1,0,0,0
2378,"2019-08",2500037,170788,7,7,0,0,0,6,6,0,0,0
2380,"2019-09",3558,2590128,4,7,6,0,0,6,6,1,0,0
2382,"2019-08",1607950,10789,7,6,0,0,0,5,0,0,0,0
2383,"2019-10",28298,94598,6,6,0,0,0,2,1,0,0,0
2385,"2019-02",4690,3466,6,4,6,0,0,4,6,3,0,0
2386,"2019-08",56823,54130,7,6,0,0,0,5,3,0,0,0
2388,"2019-08",52873,1398938,7,6,0,0,0,6,2,0,0,0
2389,"2019-08",28399,2230756,3,6,6,0,0,6,0,4,0,0
2390,"2019-01",206796,206781,6,6,0,0,0,1,4,0,0,0
2391,"2019-10",73237,3993,6,7,0,0,0,2,6,0,0,0
2392,"2019-08",2005359,49924,6,7,7,0,0,7,6,6,0,0
2393,"2019-01",58232,10339,7,7,0,0,0,6,6,0,0,0
2394,"2019-07",1398938,4707,7,6,0,0,0,6,4,0,0,0
2396,"2019-03",100217,77442,3,6,6,0,0,6,3,4,0,0
2397,"2019-10",1194009,4169,6,6,0,0,0,1,1,0,0,0
2398,"2019-10",4075,2525708,3,6,6,0,0,6,4,1,0,0
2400,"2019-09",71334,56587,6,6,0,0,0,2,2,0,0,0
2401,"2019-11",65230,84505,7,7,0,0,0,5,6,0,0,0
2403,"2019-07",84513,10292,2,7,6,0,0,6,6,4,0,0
2404,"2019-10",52833,56021,6,6,0,0,0,4,0,0,0,0
2406,"2019-07",51794,54171,7,6,0,0,0,5,3,0,0,0
2408,"2019-03",45027,2114659,6,6,0,0,0,3,2,0,0,0
2410,"2019-11",141998,2600323,6,6,0,0,0,1,1,0,0,0
2411,"2019-10",27335,182464,7,6,0,0,0,5,0,0,0,0
2412,"2019-10",59419,46561,4,6,6,0,0,6,4,2,0,0
2415,"2019-03",51297,7479,3,6,6,0,0,6,0,3,0,0
2416,"2019-10",235621,207037,6,6,0,0,0,4,4,0,0,0
2418,"2019-10",167878,70414,7,6,0,0,0,6,2,0,0,0
2419,"2019-01",1969408,10788,6,6,0,0,0,3,0,0,0,0
2422,"2019-09",11035,2602428,6,5,6,0,0,1,7,1,0,0
2423,"2019-07",60157,142094,6,7,0,0,0,1,6,0,0,0
2424,"2019-09",1607952,2596786,6,6,7,0,0,4,7,6,0,0
2425,"2019-01",57418,83015,6,2,6,0,0,3,6,4,0,0
2426,"2019-07",84505,2035428,3,6,7,0,0,6,3,5,0,0
2427,"2019-07",208113,1444784,7,6,0,0,0,6,3,0,0,0
2429,"2019-10",176778,2526148,7,7,0,0,0,5,5,0,0,0
2430,"2019-09",34144,11063,7,6,0,0,0,5,4,0,0,0
2431,"2019-01",3686,3607,7,4,6,0,0,6,6,3,0,0
2434,"2019-07",42919,2104153,7,7,0,0,0,6,5,0,0,0
2435,"2019-08",55282,204410,6,6,0,0,0,4,3,0,0,0
2436,"2019-09",1570645,4487,6,0,6,0,0,3,6,4,0,0
2437,"2019-10",28085,51288,4,6,6,0,0,6,3,0,0,0
2438,"2019-08",11356,11095,6,6,0,0,0,2,3,0,0,0
2439,"2019-01",4560,3959,6,6,0,0,0,4,2,0,0,0
2440,"2019-10",198546,3464,7,6,0,0,0,5,2,0,0,0
2442,"2019-11",4047,4401,6,7,0,0,0,4,5,0,0,0
2443,"2019-08",1194009,4021,7,6,0,0,0,5,1,0,0,0
2444,"2019-02",28145,10248,6,7,0,0,0,4,5,0,0,0
2446,"2019-01",240231,3490,7,6,0,0,0,5,0,0,0,0
2447,"2019-07",3469,1194009,7,4,7,0,0,6,6,6,0,0
2448,"2019-08",3699,55419,4,6,6,0,0,6,1,0,0,0
2449,"2019-03",11042,11558,6,6,0,0,0,2,4,0,0,0
2450,"2019-09",60718,10063,4,6,6,0,0,6,4,4,0,0
2451,"2019-10",11134,10352,7,2,6,0,0,6,6,3,0,0
2452,"2019-02",200399,3832,6,7,0,0,0,4,6,0,0,0
2454,"2019-10",179979,114471,6,6,0,0,0,4,3,0,0,0
2455,"2019-11",64324,3882,6,3,7,0,0,3,6,6,0,0
2457,"2019-10",4053,65230,6,6,0,0,0,4,2,0,0,0
2458,"2019-09",85223,41562,6,6,0,0,0,4,2,0,0,0
2459,"2019-01",11349,2035498,7,6,0,0,0,5,2,0,0,0
2460,"2019-10",4445,3558,6,6,0,0,0,4,0,0,0,0
2462,"2019-11",98989,55851,1,7,6,0,0,6,5,2,0,0
2463,"2019-03",53840,34037,6,6,0,0,0,2,3,0,0,0
2464,"2019-09",11042,24836,6,7,0,0,0,4,6,0,0,0
2466,"2019-03",196974,235621,6,3,6,0,0,4,6,4,0,0
2467,"2019-07",1083703,67412,6,6,6,0,0,7,3,4,0,0
2469,"2019-09",27273,4072,6,7,0,0,0,3,6,0,0,0
2470,"2019-06",230116,919337,6,3,7,0,0,4,6,5,0,0
2473,"2019-09",10537,81943,6,6,0,0,0,4,3,0,0,0
2474,"2019-07",195354,2526148,6,6,0,0,0,3,2,0,0,0
2475,"2019-04",10297,10789,2,7,6,0,0,6,6,4,0,0
2477,"2019-02",70649,10322,6,4,7,0,0,4,6,5,0,0
2478,"2019-05",2516571,4464,6,7,0,0,0,2,5,0,0,0
2479,"2019-03",191910,10292,6,6,0,0,0,3,1,0,0,0
2482,"2019-08",1984892,2391589,6,6,0,0,0,4,0,0,0,0
2483,"2019-08",11695,11161,6,6,0,0,0,1,1,0,0,0
2484,"2019-03",77442,11348,2,7,7,0,0,6,6,5,0,0
2485,"2019-09",10473,70649,6,7,0,0,0,3,5,0,0,0
2486,"2019-08",196974,52341,4,6,7,0,0,6,3,5,0,0
